ROUND_HOLE_ID,TERRAIN_DESCR,ROUND_SHOT_ID,FAIRWAY_FLAG,FAIRWAY_RIGHT_FLAG,FAIRWAY_LEFT_FLAG,RCVR_SHOT_FLAG,STROKE_GAINED,START_TO_CG_DIST,END_TO_CG_DIST,START_TERRAIN_ID,END_TERRAIN_ID,SHOT_DIST,FAIRWAY_BOUNDS_DIST,PENALTY_CNT,IGNORE_FLAG,RCVR_REQUIRED_FLAG,FP_OR_MISSED_FLAG,LEFT_FLAG,RIGHT_FLAG,CENTER_LINE_DIST,SRC_KEY,DML_INS_DT,DML_INS_BATCH,DML_UPD_DT,DML_UPD_BATCH,DML,Name,Date,Hole
6351242,rough,29803170,F,F,T,T,-0.845898986,164.4660034,129.4579926,2,2,35.98300171,0.319779009,0,F,,F,T,F,11.93270016,673754-2-2,3/11/2017 6:03,,3/12/2017 5:34,,U,HARRY ,"Apr. 24th, 2018",4
6354625,rough,29832285,F,F,T,T,-0.319059014,212.6029968,75.92880249,2,2,141.7940063,18.31380081,0,F,,F,T,F,29.46640015,673754-12-2,3/11/2017 6:03,,3/12/2017 5:34,,U,OLIVER ,"Apr. 25th, 2018",5
6351979,rough,29839241,F,F,T,,-1.066480041,302.5270081,120.0619965,1,2,197.3650055,5.869050026,1,F,,F,T,F,19.82320023,673754-9-1,3/11/2017 6:03,,3/12/2017 5:34,,U,JACK ,"Apr. 21th, 2018",6
6900926,rough,32284857,F,T,F,,-1.080150008,273.2890015,83.41059875,1,2,191.2429962,3.975419998,1,T,,F,F,T,22.3864994,744167-7-1,4/20/2017 3:24,,4/21/2017 3:33,,U,ALFIE ,"Apr. 23th, 2018",7
6354625,rough,29818748,F,F,T,,-0.125063002,435.1570129,212.6029968,1,2,245.4929962,14.48719978,0,F,T,F,T,F,45.31010056,673754-12-1,3/11/2017 6:03,,3/12/2017 5:34,,U,CHARLIE ,"Apr. 25th, 2018",8
8262586,rough,38442208,F,F,T,T,0.00107518,304.4530029,151.8419952,2,2,153.4199982,3.426110029,0,F,,F,T,F,21.45289993,911416-9-2,6/22/2017 5:30,,6/23/2017 7:29,,U,THOMAS ,"Apr. 21th, 2018",9
6851589,rough,31994200,F,F,T,,0.024173301,322.1600037,109.3339996,1,2,237.701004,24.44799995,0,F,T,F,T,F,39.82160187,736700-16-1,4/16/2017 3:38,,4/17/2017 3:42,,U,JACOB ,"Apr. 24th, 2018",1
6851589,rough,31937502,F,F,T,T,-0.873444021,109.3339996,80.90409851,2,2,66.92819977,12.4357996,0,F,,F,T,F,24.63529968,736700-16-2,4/16/2017 3:38,,4/17/2017 3:42,,U,JAMES ,"Apr. 25th, 2018",2
11067257,fairway,50897651,T,F,F,,-0.021187199,430.9410095,209.223999,1,5,239.6549988,10.96920013,0,F,,F,F,T,3.981290102,1221207-17-1,10/23/2017 6:05,,10/24/2017 6:16,,U,JOSHUA ,"Apr. 21th, 2018",3
9196176,sand,42531238,F,T,F,,-0.75345701,290.3299866,25.66790009,1,4,268.4140015,22.78969955,1,F,,F,F,T,2.118740082,1014050-11-1,7/28/2017 6:17,,8/3/2017 8:46,,U,WILLIAM ,"Apr. 24th, 2018",8
8168062,rough,37934752,F,F,T,T,-0.631771982,217.375,169.3500061,2,2,48.52050018,11.44120026,0,F,,F,T,F,28.69750023,899084-11-2,6/18/2017 9:26,,6/19/2017 10:10,,U,ETHAN ,"Apr. 25th, 2018",9
7431770,rough,34728373,F,F,T,,-0.00190293,391.4020081,162.7949982,1,2,232.2700043,15.34819984,0,F,T,F,T,F,33.48509979,806110-14-1,5/18/2017 9:04,,5/19/2017 8:14,,U,GEORGE ,"Apr. 21th, 2018",10
7773463,rough,36220196,F,F,T,T,-0.798278987,120.5070038,60.25260162,2,2,60.84009933,21.72109985,0,F,,F,T,F,31.27359962,850672-8-2,6/1/2017 5:19,,6/2/2017 5:46,,U,RILEY ,"Apr. 24th, 2018",11
6900209,rough,32275102,F,F,T,,-0.457204998,466.0150146,304.1010132,1,2,169.2810059,23.42410088,0,F,T,F,T,F,56.91379929,744167-18-1,4/20/2017 3:24,,4/21/2017 3:33,,U,DANIEL ,"Apr. 25th, 2018",12
6909510,fairway,32284909,T,F,F,T,-0.630562007,177.2259979,126.7799988,2,5,51.45959854,8.480649948,0,T,,F,T,F,15.39449978,744167-2-2,4/20/2017 3:24,,4/21/2017 3:33,,U,SAMUEL ,"Apr. 21th, 2018",13
7926472,rough,36884381,F,F,T,T,-0.75336498,124.0469971,57.72909927,2,2,68.59380341,0.412396014,0,F,,F,T,F,11.48159981,871418-4-2,6/8/2017 5:25,,6/9/2017 5:27,,U,NOAH ,"Apr. 24th, 2018",14
6812643,rough,31883880,F,T,F,,-1.181720018,416.0010071,212.6759949,1,2,208.6340027,11.69610023,1,F,,F,F,T,31.37779999,732944-14-1,4/15/2017 3:42,,4/16/2017 3:38,,U,OSCAR ,"May. 25th, 2018",9
8127398,rough,37839559,F,F,T,T,-0.55470401,192.0160065,112.1500015,2,2,81.19730377,24.25760078,0,F,,F,T,F,41.87990189,896858-2-2,6/17/2017 10:59,,6/18/2017 9:26,,U,JOSEPH ,"Apr. 21th, 2018",1
7920146,fairway,36941168,T,F,F,T,-1.545789957,173.7259979,124.7210007,2,5,54.34939957,0.377992988,1,F,,F,F,T,6.148280144,871418-17-2,6/8/2017 5:25,,6/9/2017 5:27,,U,MOHAMMED ,"Apr. 24th, 2018",2
6500149,fairway,30452232,T,F,F,T,-1.131629944,273.5859985,180.8930054,2,5,99.07279968,13.07320023,1,F,,F,T,F,1.66068995,692605-7-2,3/25/2017 5:31,,3/26/2017 5:40,,U,MAX ,"Apr. 25th, 2018",9
8136437,rough,37818113,F,F,T,T,-1.684090018,144.871994,70.97049713,2,2,81.86560059,37.4341011,1,F,,F,T,F,47.02270126,896858-8-2,6/17/2017 10:59,,6/18/2017 9:26,,U,DYLAN ,"May. 21th, 2018",16
9020276,rough,41836363,F,T,F,,-1.214409947,401.3450012,204.5429993,1,2,201.0749969,5.085460186,1,F,,F,F,T,24.75889969,995395-14-1,7/21/2017 7:59,,7/22/2017 5:47,,U,MUHAMMAD ,"Apr. 24th, 2018",17
7023626,rough,32915267,F,F,T,,-0.0115567,394.0979919,167.9570007,1,2,228.8699951,11.83720016,0,F,T,F,T,F,30.07010078,758960-14-1,4/27/2017 3:24,,4/28/2017 3:26,,U,ALEXANDER ,"Apr. 5th, 2018",18
7431768,rough,34703314,F,F,T,,-0.119884998,386.67099,180.6909943,1,2,214.1340027,4.123700142,0,F,T,F,T,F,21.45210075,806110-11-1,5/18/2017 9:04,,5/19/2017 8:14,,U,ARCHIE ,"Apr. 21th, 2018",4
9594132,rough,44459852,F,F,T,T,-0.190549999,315.269989,194.3800049,2,2,132.8820038,12.20219994,0,F,,F,T,F,26.23539925,1056889-18-2,8/13/2017 5:25,,8/20/2017 10:57,,U,BENJAMIN ,"May. 24th, 2018",5
9555167,rough,44135257,F,F,T,T,-0.845561981,144.7220001,105.2440033,2,2,41.41790009,41.6570015,0,F,,F,T,F,54.53070068,1053235-8-2,8/11/2017 5:18,,8/20/2017 10:57,,U,LUCAS ,"Apr. 25th, 2018",6
8586133,rough,39878089,F,T,F,,-0.359219015,419.7460022,236.7630005,1,2,187.7779999,6.31554985,0,F,T,F,F,T,32.95800018,947919-13-1,7/4/2017 8:22,,7/5/2017 5:42,,U,LEO ,"Apr. 21th, 2018",7
9731421,rough,45057094,F,F,T,,-0.136059001,409.3770142,192.8959961,1,2,232.5200043,23.20940018,0,F,T,F,T,F,41.24309921,1076781-11-1,8/20/2017 10:57,,8/21/2017 5:37,,U,HENRY ,"Apr. 24th, 2018",8
6851587,rough,31936045,F,F,T,,-0.196952999,331.7799988,172.9609985,1,2,161.697998,20.34749985,0,F,T,F,T,F,36.7765007,736700-2-1,4/16/2017 3:38,,4/17/2017 3:42,,U,JAKE ,"Apr. 25th, 2018",9
8591873,rough,39936846,F,F,T,,-0.994835973,409.1560059,345.7359924,1,2,64.11699677,63.83679962,0,F,T,F,T,F,10.96140003,947919-14-1,7/4/2017 8:22,,7/5/2017 5:42,,U,LOGAN ,"Apr. 21th, 2018",1
9182179,fairway,42584218,T,F,F,,-1.773120046,320,95.55190277,1,5,231.4080048,7.607900143,2,F,,F,T,F,2.476030111,1014050-14-1,7/28/2017 6:17,,8/3/2017 8:46,,U,TYLER ,"Apr. 24th, 2018",2
8861864,rough,41075006,F,F,T,T,0.164271995,343.0969849,153.8950043,2,2,189.8869934,40.75669861,0,F,,F,T,F,58.39149857,978688-9-2,7/15/2017 5:35,,7/16/2017 5:35,,U,JAYDEN ,June. 5th 2018,3
7169576,rough,33533482,F,F,T,,-1.646029949,430.9719849,297.480011,1,2,135.4620056,44.73339844,1,F,T,F,T,F,42.74549866,774081-4-1,5/4/2017 6:26,,5/5/2017 10:10,,U,ISAAC ,"Apr. 21th, 2018",8
10630903,rough,48925600,F,F,T,,-1.243559957,437.6270142,226.7830048,1,2,212.0500031,37.88579941,1,F,,F,T,F,55.18500137,1174023-2-1,9/28/2017 6:07,,9/29/2017 6:21,,U,FINLEY ,"Apr. 2th, 2018",9
9548824,rough,44122515,F,F,T,,-0.035633001,412.881012,184.6759949,1,2,235.503006,29.8071003,0,F,T,F,T,F,42.32339859,1052492-4-1,8/11/2017 5:18,,8/20/2017 10:57,,U,MASON ,"Apr. 25th, 2018",10
9739128,rough,45036288,F,F,T,T,-0.018440099,286.1950073,138.4320068,2,2,148.0650024,3.647840023,0,F,,F,T,F,16.7859993,1073926-17-2,8/20/2017 10:57,,8/21/2017 5:37,,U,RYAN ,"Apr. 11th, 2018",11
9605131,rough,44373464,F,F,T,T,-0.495083004,206.9490051,122.4309998,2,2,97.48770142,0.466681004,0,F,,F,T,F,12.9939003,1058625-6-2,8/14/2017 5:20,,8/20/2017 10:57,,U,HARRISON ,"Apr. 24th, 2018",12
7685304,rough,35699854,F,F,T,,-0.088601001,298.5620117,114.0090027,1,2,192.048996,3.46401,0,F,T,F,T,F,13.31439972,834309-16-1,5/29/2017 10:28,,5/30/2017 7:38,,U,ADAM ,"Apr. 25th, 2018",13
6952129,rough,32535626,F,F,T,,0.025959101,356.8330078,138.654007,1,2,244.4759979,37.63650131,0,F,T,F,T,F,48.07099915,751109-18-1,4/23/2017 3:46,,4/24/2017 3:49,,U,LEWIS ,"Apr. 21th, 2018",14
8978916,rough,41630351,F,T,F,,-0.926348984,371.7210083,152.3540039,1,2,235.8059998,14.33710003,1,F,,F,F,T,35.08089828,990631-16-1,7/19/2017 5:48,,7/20/2017 7:11,,U,EDWARD ,"Apr. 23th, 2018",9
6909621,rough,32297262,F,T,F,T,-0.688664973,165.970993,92.76650238,2,2,79.04989624,17.72500038,0,T,,F,F,T,48.15670013,744167-9-2,4/20/2017 3:24,,4/21/2017 3:33,,U,LUKE ,"Apr. 25th, 2018",1
8849028,rough,41052110,F,T,F,,-0.186316997,401.0419922,195.8639984,1,2,205.3209991,17.69860077,0,F,T,F,F,T,28.34630013,975860-15-1,7/14/2017 5:45,,7/15/2017 5:35,,U,FREDDIE ,"Apr. 21th, 2018",2
9586094,sand,44405879,F,F,T,T,-0.951849997,174.1779938,55.68579865,2,4,118.4919968,5.615330219,0,F,,F,T,F,12.45740032,1059500-12-2,8/13/2017 5:25,,8/20/2017 10:57,,U,MATTHEW ,"Apr. 24th, 2018",9
10958416,fairway,50361663,T,F,F,T,0.080927901,334.1419983,179.1499939,2,5,162.0679932,8.56774044,0,F,,F,T,F,9.355420113,1208992-5-2,10/16/2017 6:31,,10/17/2017 5:50,,U,LIAM ,"Apr. 25th, 2018",16
8014238,rough,37304597,F,F,T,,-0.243903995,331.7229919,181.0480042,1,2,189.8159943,52.11569977,0,F,T,F,T,F,63.91960144,880684-18-1,6/11/2017 7:13,,6/12/2017 5:24,,U,ZACHARY ,"Apr. 21th, 2018",17
8135484,rough,37837684,F,F,T,T,-0.570878983,288.1860046,236.3119965,2,2,52.68170166,3.467050076,0,F,,F,T,F,18.70870018,895452-17-2,6/17/2017 10:59,,6/18/2017 9:26,,U,CALLUM ,"Apr. 24th, 2018",18
7709073,rough,35700163,F,T,F,,-1.19611001,323.131012,168.9120026,1,2,178.1940002,26.70890045,1,F,,F,F,T,43.01250076,840055-10-1,5/29/2017 10:28,,5/30/2017 7:38,,U,SEBASTIAN ,"Apr. 25th, 2018",4
9638132,rough,44472863,F,F,T,T,-0.701228976,242.9600067,207.5700073,2,2,35.48450089,7.118289948,0,F,,F,T,F,22.38100052,1062047-2-2,8/14/2017 5:20,,8/20/2017 10:57,,U,CONNOR ,"Apr. 21th, 2018",5
6351242,rough,29796478,F,F,T,,-0.039390001,378.1520081,164.4660034,1,2,214.197998,9.245739937,0,F,T,F,T,F,22.9204998,673754-2-1,3/11/2017 6:03,,3/12/2017 5:34,,U,JAMIE ,"Apr. 24th, 2018",6
6947282,rough,32545187,F,F,T,T,-0.868674994,171.0440063,150.7630005,2,2,20.3220005,11.3828001,0,F,,F,T,F,30.08060074,751109-14-2,4/23/2017 3:46,,4/24/2017 3:49,,U,THEO ,"Apr. 25th, 2018",7
10941692,rough,50380237,F,F,T,T,-1.722149968,158.1790009,105.4729996,2,2,54.04029846,9.614819527,1,F,,F,T,F,23.10289955,1208992-18-2,10/16/2017 6:31,,10/17/2017 5:50,,U,TOBY ,"Apr. 21th, 2018",8
8145370,rough,37817634,F,F,T,T,-0.531868994,198.6119995,114.9789963,2,2,84.73100281,23.7784996,0,F,,F,T,F,40.97650146,896856-2-2,6/17/2017 10:59,,6/19/2017 10:10,,U,HARVEY ,"Apr. 24th, 2018",9
7470743,rough,34933532,F,F,T,,-2.03557992,290.5050049,96.04029846,1,2,205.3899994,0.278943986,2,F,,F,T,F,16.09840012,811112-16-1,5/20/2017 5:30,,5/21/2017 6:24,,U,MICHAEL ,"May. 25th, 2018",1
9524573,rough,44007781,F,F,T,,-0.330327988,355.0920105,196.8690033,1,2,158.2330017,5.640639782,0,F,T,F,T,F,20.73730087,1049865-2-1,8/10/2017 5:25,,8/20/2017 10:57,,U,NATHAN ,"Apr. 21th, 2018",2
8008527,rough,37307408,F,F,T,,-0.0419209,324.493988,128.9230042,1,2,204.0740051,30.84980011,0,F,T,F,T,F,44.39799881,880684-3-1,6/11/2017 7:13,,6/12/2017 5:24,,U,HARLEY ,"Apr. 24th, 2018",3
11017203,fairway,50703155,T,F,F,,-0.045351598,461.9330139,242.5890045,1,5,220.2969971,7.833610058,0,F,,F,T,F,8.246600151,1216368-18-1,10/21/2017 6:21,,10/22/2017 5:55,,U,KAI ,"Apr. 25th, 2018",8
10385190,rough,47884351,F,T,F,,-1.013640046,275.4159851,40.65990067,1,2,238.1340027,14.99919987,1,F,,F,F,T,28.3227005,1146081-13-1,9/16/2017 5:51,,9/17/2017 5:36,,U,DAVID ,"May. 21th, 2018",9
7440741,rough,34666114,F,F,T,,-0.130974993,381.2090149,178.8760071,1,2,211.8509979,7.064280033,0,F,T,F,T,F,23.86030006,806106-11-1,5/18/2017 9:04,,5/19/2017 8:14,,U,AARON ,"Apr. 24th, 2018",10
8145370,rough,37855681,F,F,T,,-0.288293988,370.1530151,198.6119995,1,2,173.4850006,26.45540047,0,F,T,F,T,F,41.16730118,896856-2-1,6/17/2017 10:59,,6/19/2017 10:10,,U,ALEX ,"Apr. 5th, 2018",11
6900209,fairway,32305693,T,F,F,T,-0.970607996,304.1010132,176.5050049,2,5,127.9120026,9.252070427,1,T,,F,T,F,20.8845005,744167-18-2,4/20/2017 3:24,,4/21/2017 3:33,,U,CHARLES ,"Apr. 21th, 2018",12
7081973,rough,33109213,F,F,T,T,-0.704955995,148.5500031,64.48059845,2,2,84.25659943,7.989409924,0,F,,F,T,F,17.17070007,763411-8-2,4/29/2017 3:29,,4/30/2017 3:36,,U,AIDEN ,"May. 24th, 2018",13
9037744,rough,41909930,F,F,T,T,-0.872493029,138.6710052,117.6689987,2,2,28.73419952,2.050709963,0,F,,F,T,F,21.7682991,998989-8-2,7/22/2017 5:47,,8/3/2017 7:38,,U,LEON ,"Apr. 25th, 2018",14
8144398,rough,37837314,F,T,F,,-0.076117203,359.1440125,161.352005,1,2,237.197998,42.62450027,0,F,T,F,F,T,64.14289856,895452-2-1,6/17/2017 10:59,,6/18/2017 9:26,,U,MOHAMMAD ,"Apr. 21th, 2018",9
9545269,rough,44191858,F,F,T,T,-0.850377023,132.8580017,96.20200348,2,2,41.41790009,41.6570015,0,F,,F,T,F,54.53070068,1052492-8-2,8/11/2017 5:18,,8/20/2017 10:57,,U,LUCA ,"Apr. 24th, 2018",1
9198192,rough,42577489,F,T,F,,-0.131662995,360.0589905,173.3849945,1,2,186.7489929,0.792962015,0,F,T,F,F,T,26.81649971,1014050-3-1,7/28/2017 6:17,,8/3/2017 8:46,,U,TOMMY ,"Apr. 25th, 2018",2
7394919,rough,34448193,F,T,F,T,-0.347662985,221.3840027,107.5599976,2,2,125.4589996,1.489410043,0,F,,F,F,T,13.17710018,798943-4-2,5/15/2017 6:14,,5/16/2017 5:21,,U,FINLAY ,"Apr. 21th, 2018",9
9545269,rough,44188736,F,F,T,,0.055033199,364.0679932,132.8580017,1,2,231.2109985,21.34939957,0,F,T,F,T,F,41.70629883,1052492-8-1,8/11/2017 5:18,,8/20/2017 10:57,,U,JENSON ,"Apr. 24th, 2018",16
7023626,rough,32875684,F,F,T,T,-0.745404005,167.9570007,111.5780029,2,2,57.52519989,14.02330017,0,F,,F,T,F,27.42320061,758960-14-2,4/27/2017 3:24,,4/28/2017 3:26,,U,ARTHUR ,June. 5th 2018,17
11333148,fairway,52134277,T,F,F,,-0.110996,308.7260132,156.6609955,1,5,221.6190033,6.339630127,0,F,,F,F,T,21.12969971,1251463-7-1,11/16/2017 8:50,,11/17/2017 6:51,,U,LOUIS ,"Apr. 21th, 2018",18
9778131,rough,45139555,F,F,T,,-0.228658006,545.6190186,343.5920105,1,2,208.1230011,10.23820019,0,F,T,F,T,F,27.73769951,1073926-9-1,8/20/2017 10:57,,8/21/2017 5:37,,U,RHYS ,"Apr. 2th, 2018",13
9610733,rough,44446929,F,F,T,T,-0.921599984,160.6260071,142.9320068,2,2,18.99749947,12.53779984,0,F,,F,T,F,25.27079964,1058625-18-2,8/14/2017 5:20,,8/20/2017 10:57,,U,OWEN ,"Apr. 25th, 2018",14
9597944,rough,44360228,F,F,T,T,-0.513233006,205.9640045,123.6869965,2,2,97.48770142,0.466681004,0,F,,F,T,F,12.9939003,1059500-6-2,8/13/2017 5:25,,8/20/2017 10:57,,U,REUBEN ,"Apr. 11th, 2018",9
6351609,rough,29812875,F,T,F,T,-0.657811999,162.7720032,67.16690063,2,2,95.83509827,1.464079976,0,F,,F,F,T,20.84830093,673754-13-2,3/11/2017 6:03,,3/12/2017 5:34,,U,OLLIE ,"Apr. 24th, 2018",1
8186704,rough,37955996,F,F,T,,-1.056130052,404.4039917,367.0369873,1,2,38.75260162,85.31780243,0,F,T,F,T,F,11.71280003,899090-14-1,6/18/2017 9:26,,6/19/2017 10:10,,U,LOUIE ,"Apr. 25th, 2018",2
7985717,rough,37214879,F,F,T,,-1.329079986,467.3150024,283.3099976,1,2,185.3670044,7.344540119,1,F,,F,T,F,21.65839958,880684-17-1,6/11/2017 7:13,,6/12/2017 5:24,,U,GABRIEL ,"Apr. 21th, 2018",9
6351214,rough,29799923,F,F,T,,0.055851799,374.0589905,136.8099976,1,2,238.7140045,5.909999847,0,F,T,F,T,F,17.64100075,673754-18-1,3/11/2017 6:03,,3/12/2017 5:34,,U,BOBBY ,"Apr. 23th, 2018",16
10433231,rough,48121287,F,F,T,,-0.532819986,440.3970032,276.9809875,1,2,213.1349945,24.58950043,0,F,T,F,T,F,40.42599869,1151719-17-1,9/18/2017 6:43,,9/19/2017 5:52,,U,CAMERON ,"Apr. 25th, 2018",17
10373494,rough,47855152,F,T,F,T,-0.743403971,192.5789948,149.4680023,2,2,46.81620026,39.87559891,0,F,,F,F,T,39.46419907,1146081-10-2,9/16/2017 5:51,,9/17/2017 5:36,,U,DEXTER ,"Apr. 21th, 2018",18
6846508,rough,31944885,F,F,T,T,-0.132254004,298.1940002,175.3959961,2,2,176.1679993,83.14630127,0,F,,F,T,F,94.30439758,736700-17-2,4/16/2017 3:38,,4/17/2017 3:42,,U,BLAKE ,"Apr. 24th, 2018",4
9548824,sand,44150005,F,F,T,T,-0.876380026,184.6759949,63.1053009,2,4,121.5709991,8.813779831,0,F,,F,T,F,23.04140091,1052492-4-2,8/11/2017 5:18,,8/20/2017 10:57,,U,STANLEY ,"Apr. 25th, 2018",5
7889289,rough,36743833,F,F,T,,-0.136059001,408.70401,195.4519958,1,2,226.654007,28.54439926,0,F,T,F,T,F,46.0807991,863419-1-1,6/5/2017 5:24,,6/6/2017 5:25,,U,KIAN ,"Apr. 21th, 2018",6
7193638,rough,33567415,F,F,T,,-0.277828008,407.7950134,210.9900055,1,2,197.8439941,9.527919769,0,F,T,F,T,F,24.71190071,775996-4-1,5/5/2017 7:23,,5/6/2017 22:24,,U,EVAN ,"Apr. 24th, 2018",7
10958416,rough,50362510,F,F,T,,-0.321595013,511.2529907,334.1419983,1,2,201.5769958,22.00250053,0,F,T,F,T,F,37.9355011,1208992-5-1,10/16/2017 6:31,,10/17/2017 5:50,,U,JUDE ,"Apr. 25th, 2018",8
7773463,rough,36185215,F,F,T,,0.101948,359.8590088,120.5070038,1,2,239.6670074,19.98310089,0,F,T,F,T,F,40.42580032,850672-8-1,6/1/2017 5:19,,6/2/2017 5:46,,U,FRANKIE ,"Apr. 21th, 2018",9
7697279,fairway,35757452,T,F,F,T,0.141216993,318.3370056,154.6809998,2,5,189.3540039,1.874819994,0,F,,F,T,F,16.70980072,840055-5-2,5/29/2017 10:28,,5/30/2017 7:38,,U,ELLIOT ,"Apr. 24th, 2018",1
6699922,rough,31363749,F,F,T,T,-0.566120982,182.9109955,90.15720367,2,2,92.75409698,3.603009939,0,F,,F,T,F,14.31820011,719096-14-2,4/9/2017 8:41,,4/10/2017 6:18,,U,HAYDEN ,"Apr. 25th, 2018",2
9619739,rough,44526953,F,T,F,,-0.368216991,387.053009,212.697998,1,2,176.7830048,21.80680084,0,F,T,F,F,T,40.73389816,1062047-11-1,8/14/2017 5:20,,8/20/2017 10:57,,U,ASHTON ,"Apr. 21th, 2018",3
7923309,rough,36940548,F,F,T,T,-0.773827016,165.3000031,130.3240051,2,2,35.28490067,18.76989937,0,F,,F,T,F,35.87189865,871418-13-2,6/8/2017 5:25,,6/9/2017 5:27,,U,JOEL ,"Apr. 24th, 2018",8
7394921,rough,34479229,F,F,T,,-0.573018014,430,270.0700073,1,2,164.5579987,20.50250053,0,F,T,F,T,F,35.76050186,798943-13-1,5/15/2017 6:14,,5/16/2017 5:21,,U,CALEB ,"May. 25th, 2018",9
8261777,rough,38469894,F,T,F,,-0.0130211,336.321991,133.5039978,1,2,202.8200073,8.36977005,0,F,T,F,F,T,25.44659996,910900-4-1,6/22/2017 5:30,,6/23/2017 7:29,,U,BAILEY ,"Apr. 21th, 2018",10
8913381,rough,41291471,F,F,T,T,-0.627665997,250.4440002,209.2460022,2,2,42.10089874,0.81269002,0,F,,F,T,F,12.37909985,983560-18-2,7/16/2017 5:35,,7/17/2017 5:37,,U,ELIJAH ,"Apr. 24th, 2018",11
8276408,fairway,38425077,T,F,F,T,-0.335759014,233.5769958,151.276001,2,5,90.4992981,14.51669979,0,F,,F,T,F,2.544650078,910900-13-2,6/22/2017 5:30,,6/23/2017 7:29,,U,TAYLOR ,"Apr. 25th, 2018",12
6348978,rough,29839791,F,F,T,,-0.0265882,450.6369934,210.0160065,1,2,244.8090057,12.09749985,0,F,T,F,T,F,21.06170082,673754-1-1,3/11/2017 6:03,,3/12/2017 5:34,,U,ROBERT ,"May. 21th, 2018",2
8262587,rough,38468047,F,T,F,,-1.199800014,509.0910034,319.5339966,1,2,217.3430023,18.17040062,1,F,,F,F,T,33.35820007,911416-14-1,6/22/2017 5:30,,6/23/2017 7:29,,U,KAYDEN ,"Apr. 24th, 2018",9
6353603,rough,29798709,F,T,F,,-0.251111001,391.7290039,198.4429932,1,2,199.4920044,20.30660057,0,F,T,F,F,T,32.13570023,673754-10-1,3/11/2017 6:03,,3/12/2017 5:34,,U,KYLE ,"Apr. 5th, 2018",16
7116013,rough,33325618,F,F,T,,-0.907198012,335.3890076,269.7619934,1,2,66.77339935,59.48099899,0,F,T,F,T,F,2.971560001,768610-9-1,5/1/2017 3:38,,5/2/2017 3:32,,U,FREDERICK ,"Apr. 21th, 2018",17
6944858,fairway,32573153,T,F,F,T,-0.503678024,195.1340027,127.0490036,2,5,71.70310211,8.590189934,0,F,,F,F,T,1.690189958,751109-2-2,4/23/2017 3:46,,4/24/2017 3:49,,U,BEN ,"May. 24th, 2018",18
9778131,rough,45109574,F,F,T,T,-0.0267382,343.5920105,185.3589935,2,2,176.6519928,65.18689728,0,F,,F,T,F,78.73919678,1073926-9-2,8/20/2017 10:57,,8/21/2017 5:37,,U,REECE ,"Apr. 25th, 2018",4
9753300,rough,45205796,F,F,T,,-0.086583301,396.9559937,180.348999,1,2,232.5200043,23.20940018,0,F,T,F,T,F,41.24309921,1078476-11-1,8/20/2017 10:57,,8/21/2017 5:37,,U,JACKSON ,"Apr. 21th, 2018",5
